OBJECTID,SubSymbol,Period,Years_before,Period_c,Main_Rock_Type,Photo_Ref_no,Main_Rock_Type_c,Years_before_c,Photo1,Photo2,Photo3,Photo1_link,Photo2_link,Photo3_link
214,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
215,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
216,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
217,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
218,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
219,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
220,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
221,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
222,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
223,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
224,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
225,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
226,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
227,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
228,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
232,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
233,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
236,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
240,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
242,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
243,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
244,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
246,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
247,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
248,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
249,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
250,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
251,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
252,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
253,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
254,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
255,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
256,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
257,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
258,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
259,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
260,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
